trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
921,False,"{'a': 0.5, 'e': 0.00010103940183709342}",25,15,18.662144511596786,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
922,False,"{'a': 0.5, 'e': 0.00010003404299092957}",20,11,18.063952522342884,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
923,False,"{'a': 0.5, 'e': 9.903868763242697e-05}",25,11,26.80757708749997,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0.5, 'e': 9.805323622522013e-05}",20,3,21.657634920271256,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.5, 'e': 9.707759022334712e-05}",20,15,12.565898452349462,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0.5, 'e': 9.61116520613947e-05}",30,13,36.8143106069387,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0.5, 'e': 9.515532514474172e-05}",35,12,36.33663608996559,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.5, 'e': 9.420851383989959e-05}",20,6,27.2383835383527,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.5, 'e': 9.32711234649488e-05}",25,15,20.967578982775482,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0.5, 'e': 9.234306028007071e-05}",30,22,16.657887288900536,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0.5, 'e': 9.142423147817327e-05}",20,0,27.758541738211452,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
9,True,"{'a': 0.5, 'e': 9.051454517561092e-05}",20,2,24.752122998666625,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0.5, 'e': 8.961391040299518e-05}",20,8,16.691465373666738,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
